ID	S3	NDVI	NDWI	Nightlight	Building	Sidewalk
468	0.777777778	7	7	7	1	1
676	0	7	7	7	1	1
308	-0.176470588	7	7	7	1	1
475	0.666666667	6	7	7	1	1
574	0.2	7	7	7	1	1
658	0.666666667	7	7	7	1	1
25	0.2	6	7	7	1	1
404	0.75	7	7	7	1	1
31	0.333333333	6	7	7	1	1
96	0.25	6	2	7	1	1
306	0.857142857	7	1	7	1	1
503	0.636363636	7	7	7	1	1
470	0.25	7	7	7	1	1
253	0.666666667	7	7	7	1	1
716	0.4	7	7	7	1	1
40	0	7	7	7	1	1
718	0.647058824	7	7	7	1	1
593	0.666666667	4	7	7	1	1
147	0.166666667	7	7	7	1	1
603	0.230769231	7	7	7	1	1
466	-0.2	7	7	7	1	1
432	0.4	7	7	7	1	1
14	0.483870968	7	7	7	1	1
652	-0.2	5	7	7	1	1
524	0.8	1	2	7	1	1
163	0	1	7	7	1	1
634	0.666666667	7	7	7	1	1
93	0.333333333	7	7	7	1	1
722	0.789473684	7	7	7	1	1
473	0.4	7	7	7	1	1
633	0.75	7	7	7	1	1
12	0.894736842	7	7	7	1	1
373	0.529411765	7	1	7	1	1
505	0.444444444	7	7	7	1	1
310	0.6	7	1	7	1	1
653	0.2	6	6	7	1	1
116	0	7	7	7	1	1
659	0.2	6	7	7	1	1
717	0.5	7	7	7	1	1
441	0.714285714	7	7	7	1	1
186	0.25	7	7	7	1	1
27	0.333333333	6	6	7	1	1
573	0.529411765	7	7	7	1	1
281	0.828571429	7	7	7	1	1
568	0.636363636	7	7	7	1	1
711	0.428571429	7	7	7	1	1
317	0	7	7	7	1	1
601	-0.285714286	7	7	7	1	1
7	0.142857143	7	7	7	1	1
504	0.5	7	7	7	1	1
273	0.428571429	7	2	7	1	1
152	0.111111111	7	7	7	1	1
297	0.6	1	7	7	1	1
630	0	7	7	7	1	1
670	0.428571429	7	7	7	1	1
150	0.047619048	7	7	7	1	1
189	0.615384615	7	7	7	1	1
245	0.6	7	7	7	1	1
405	0.347826087	7	7	7	1	1
536	0.2	7	7	7	1	1
706	0.733333333	7	7	7	1	1
51	0.294117647	1	7	7	1	1
602	0.466666667	7	7	7	1	1
47	0.25	7	7	7	1	1
311	0.181818182	7	7	7	1	1
92	0.333333333	7	7	7	1	1
220	0.176470588	7	7	7	1	1
164	0.733333333	3	1	7	1	1
369	0.714285714	7	7	7	1	1
114	0.684210526	7	7	7	1	1
1	0.846153846	7	7	7	1	1
715	0.55	7	7	7	1	1
35	0.25	7	7	7	1	1
433	0.380952381	7	7	7	1	1
691	0.675675676	7	7	7	1	1
531	0.5	7	7	7	1	1
383	0.6	7	7	7	1	1
702	0.625	7	7	7	1	1
217	0.428571429	7	7	7	1	1
381	0.260869565	7	7	7	1	1
129	0.454545455	7	7	7	1	1
37	0.423076923	7	7	7	1	1
474	0.548387097	7	7	7	1	1
623	0.619047619	7	7	7	1	1
16	0.1	7	7	7	1	1
724	0.675675676	7	7	7	1	1
645	0.391304348	7	7	7	1	1
87	0.611111111	7	7	7	1	1
279	0.507246377	7	7	7	1	1
424	0.723076923	1	7	7	1	1
406	0.443181818	7	7	7	1	1
491	0.444444444	7	7	7	1	1
15	0.413612565	7	7	7	1	1
183	0.653333333	7	7	7	1	1
411	0.307692308	7	7	7	1	1
415	0.5	7	7	7	1	1
181	0.227722772	7	7	7	1	1
22	0.56462585	7	7	7	1	1
697	0.675675676	7	7	7	1	1
184	0.771428571	7	7	7	1	1
540	0.185185185	7	7	7	1	1
651	0.380530973	7	7	7	1	1
703	0.405405405	7	7	7	1	1
629	0.414285714	7	7	7	1	1
41	0.423076923	7	7	7	1	1
165	0.161290323	7	7	7	1	1
148	0.435294118	7	7	7	1	1
557	0.821011673	1	7	7	1	1
215	0.406392694	7	7	7	1	1
131	0.488095238	7	7	7	1	1
55	0.510638298	7	7	7	1	1
146	0.259938838	7	7	7	1	1
166	0.335877863	7	7	7	1	1
182	0.458745875	7	7	7	1	1
622	0.2	7	7	7	1	1
372	0.524691358	7	1	7	1	1
263	0.373417722	7	7	7	1	1
56	0.422222222	7	7	7	1	1
99	0.444444444	7	7	7	1	1
320	0.355421687	7	7	7	1	1
185	0.80952381	7	7	7	3	1
532	0.603053435	7	7	7	3	1
698	0.714285714	7	7	7	3	1
680	0.733333333	7	2	7	3	1
314	0.333333333	7	7	7	3	1
34	0.4	7	7	7	4	1
50	0	4	4	6	5	1
508	0.833333333	7	7	7	5	1
264	0.436619718	1	1	7	5	1
60	0.866666667	7	7	7	5	1
156	0.38028169	7	7	7	5	1
252	0.2	6	7	7	5	1
94	0.111111111	6	7	7	7	1
36	0.523809524	7	7	7	7	1
502	0.666666667	7	7	7	7	1
380	0.777777778	7	2	7	7	1
296	0.263157895	7	7	7	7	1
59	0.464882943	7	7	7	7	1
254	0.389830508	7	7	7	7	1
118	0.473684211	7	7	7	7	1
394	0.383647799	1	7	7	7	1
119	0.611111111	7	7	7	7	1
358	0.244444444	7	7	7	7	1
465	0.2	6	7	7	1	2
286	0.111111111	7	7	6	1	2
115	0.277777778	7	7	7	1	2
221	0.333333333	6	6	4	1	2
128	0.636363636	7	7	7	3	2
288	0.6	6	7	7	1	3
341	0.666666667	6	3	7	1	3
510	0.291666667	7	7	7	1	3
48	0.090909091	7	4	7	1	4
541	-0.111111111	7	7	7	1	4
535	-0.142857143	6	7	7	2	4
74	0.289617486	7	7	7	1	4
13	0.578947368	7	7	7	1	4
81	-0.565217391	7	7	7	6	4
547	0.303303303	7	7	7	5	4
457	0.411764706	1	1	7	3	5
349	0.181818182	7	7	7	1	5
445	0.404624277	7	7	7	1	5
361	0.734693878	1	1	7	3	5
434	-0.076923077	7	7	7	1	5
567	0.523809524	7	7	7	5	5
130	-0.133333333	7	7	7	1	5
364	0.818181818	7	7	7	5	5
467	0.421052632	7	7	7	1	5
409	0.454545455	7	7	7	1	5
577	0.272727273	7	7	7	7	5
721	0.6	7	7	7	1	5
127	-0.333333333	5	7	7	1	5
318	0	6	7	6	1	6
100	0.367567568	7	7	7	3	6
57	0.090909091	7	7	7	1	7
54	0.396363636	7	7	7	3	7
378	0.6	7	5	7	1	7
509	0.111111111	7	7	7	4	7
628	0.333333333	7	7	7	7	7
350	0.347826087	7	7	7	1	7
109	0.239373602	7	7	7	7	7
117	0.666666667	7	7	7	1	7
352	0.411764706	7	7	7	1	7
476	0.701492537	7	7	7	1	7
17	0.259259259	7	7	7	3	7
219	0.071428571	7	7	7	1	7
232	0.538461538	7	5	7	1	7
63	0.44	7	7	7	1	7
282	0.2	7	7	7	1	7
673	0.052631579	7	7	7	1	7
499	0.75	7	7	7	5	7
123	0.587301587	7	7	7	1	7
344	0.435897436	7	7	7	1	7
695	0.461904762	7	7	7	7	7
328	0.626666667	7	7	7	5	7
395	0.454545455	7	7	7	1	7
408	0	6	6	1	1	7
88	0.285714286	7	7	7	1	7
43	0.2	7	7	7	7	7
382	0.343283582	7	7	7	1	7
507	0.666666667	7	7	7	1	7
444	0.505617978	7	7	7	1	7
107	-0.142857143	6	7	7	5	7
542	0.161290323	7	7	7	3	7
44	0.5	6	7	7	7	7
571	0.5	7	7	7	1	7
42	-0.085714286	7	7	7	7	7
137	0.310344828	7	7	7	1	7
707	0.285714286	7	7	7	1	7
351	0	4	6	5	1	7
347	-0.121212121	7	7	7	1	7
534	0.514792899	7	7	7	7	7
439	0.75	7	7	6	1	7
66	0.463414634	7	7	7	1	7
725	0.571428571	7	7	7	1	7
576	0.313653137	7	7	7	7	7
649	0.346153846	7	7	7	7	7
592	0.390625	7	7	7	1	7
620	0.412280702	7	7	7	7	7
316	0.298701299	7	7	7	1	7
566	0.418604651	7	7	7	7	7
45	0.555555556	7	7	7	1	7
517	0.488469602	7	7	7	7	7
678	0.444444444	7	7	7	1	7
442	0.166666667	7	7	7	1	7
621	0.342560554	7	7	7	7	7
607	-0.222222222	7	7	7	3	7
230	0.333333333	1	7	7	1	7
154	0.6	7	7	7	1	7
346	0.567567568	7	7	7	1	7
500	0.333333333	7	7	7	3	7
69	0	7	7	7	1	7
690	-0.5	6	6	6	1	7
337	0.25	7	7	4	1	7
124	0.258064516	7	7	7	7	7
594	0.317757009	7	7	7	3	7
674	0.03030303	7	7	7	1	7
435	0.214723926	7	7	7	1	7
319	0.280701754	7	7	7	1	7
4	0.727272727	7	7	7	7	7
61	0.391304348	7	7	7	7	7
647	0.226890756	7	7	7	5	7
39	0.1	7	7	7	3	7
151	0.6	7	7	7	7	7
26	0.391891892	7	7	7	7	7
179	0.400881057	7	7	7	7	7
29	0.80952381	7	7	7	1	7
143	0.348571429	7	7	7	7	7
720	0.315315315	7	7	7	1	7
335	0.292841649	7	7	7	7	7
53	0.052631579	7	7	7	5	7
287	0.818181818	7	7	7	1	7
188	0.35483871	7	7	7	1	7
463	0.541310541	7	7	7	7	7
321	0.383040936	7	7	7	1	7
78	0.293333333	7	7	7	7	7
90	0.352112676	7	7	7	1	7
291	0.304347826	7	7	7	1	7
276	0.866666667	7	7	7	1	7
242	0.466666667	7	7	7	7	7
58	0.408219178	7	7	7	7	7
410	-0.304347826	7	7	7	1	7
525	0.317365269	7	7	7	1	7
694	0.52	7	7	7	1	7
209	0.4	7	7	7	5	7
624	0.2	7	7	7	7	7
241	0.611111111	7	7	7	1	7
108	0.680933852	7	7	7	1	7
469	0.240506329	7	7	7	1	7
637	0.297560976	7	7	7	3	7
246	0.224489796	7	7	7	1	7
46	0.777777778	7	7	7	1	7
492	0.506329114	7	7	7	5	7
538	0.50931677	7	7	7	1	7
105	0.323420074	7	7	7	1	7
222	0.377777778	7	7	7	7	7
312	0.333333333	7	7	7	1	7
112	0.252941176	7	7	7	7	7
477	0.475728155	7	7	7	1	7
126	0.8	7	7	7	1	7
136	0.145728643	7	7	7	3	7
293	0.428571429	7	7	7	1	7
225	0.36	7	7	7	1	7
726	0.361256545	7	7	7	1	7
613	0.413333333	7	7	7	5	7
64	0.293478261	7	7	7	7	7
506	0.071428571	7	7	7	1	7
342	0.566037736	7	1	7	3	7
398	0.178571429	7	7	7	5	7
275	0.636363636	7	7	7	7	7
178	0.341288783	7	7	7	5	7
648	0.54	7	7	7	7	7
412	0.236842105	7	7	7	5	7
388	0.370967742	7	7	7	7	7
274	0.419354839	7	7	7	7	7
236	0.335078534	7	7	7	7	7
485	0.428571429	7	7	7	6	7
83	0.411764706	7	7	7	7	7
98	0.211267606	7	7	7	1	7
213	0.727272727	7	7	7	7	7
543	0.407407407	7	7	7	5	7
384	0.573333333	7	7	7	5	7
596	0.337962963	7	7	7	7	7
683	0.721991701	7	7	7	7	7
357	0.347607053	7	7	7	7	7
171	0.541984733	7	7	7	7	7
537	0.171597633	7	7	7	1	7
71	0.42	7	7	7	7	7
348	0.25	7	7	7	1	7
710	0.11627907	7	7	7	1	7
484	0.534883721	7	7	7	7	7
478	0.555555556	7	7	7	4	7
714	0.592592593	7	7	7	1	7
212	0.041666667	7	7	7	7	7
161	0.271604938	7	7	7	7	7
451	0.252818035	7	7	7	7	7
223	0.453125	7	7	7	7	7
33	0.569230769	7	7	7	1	7
530	0.436893204	7	7	7	7	7
139	0.425968109	7	7	7	3	7
196	0.325	7	7	7	7	7
643	0.348500517	7	7	7	7	7
562	0.358490566	7	7	7	7	7
82	0.333333333	6	3	6	1	7
640	0.35483871	7	7	7	7	7
667	0.367158672	7	7	7	7	7
113	0.476190476	7	7	7	1	7
277	0.888888889	7	7	7	1	7
550	0.360262009	7	7	7	7	7
121	0.464285714	7	7	7	1	7
580	0.50877193	7	7	7	1	7
609	0.335311573	7	7	7	1	7
533	0.525179856	7	7	7	7	7
511	0.392156863	7	7	7	1	7
97	0.36	7	7	7	1	7
324	0.325227964	7	7	7	2	7
224	0.328358209	7	7	7	1	7
76	0.233333333	7	7	7	5	7
611	0.471698113	7	7	7	1	7
49	0.428571429	7	7	7	7	7
120	0.294117647	7	7	7	7	7
585	0.332167832	7	7	7	7	7
360	0.406779661	7	7	7	5	7
579	0.446808511	7	7	7	1	7
446	0.267676768	7	7	7	1	7
501	0.526717557	7	7	7	7	7
688	0.277890467	7	7	7	7	7
149	0.434285714	7	7	7	5	7
228	0.46440678	7	7	7	1	7
399	0.428571429	7	7	7	5	7
701	0.488	7	7	7	7	7
401	0.334565619	7	7	7	1	7
138	0.382352941	7	7	7	1	7
208	0.583643123	7	7	7	7	7
89	0.368421053	7	7	7	1	7
75	0.247311828	7	7	7	1	7
38	0.422222222	7	7	7	1	7
289	0.518930958	7	7	7	1	7
618	0.372197309	7	7	7	7	7
180	0.324731183	7	7	7	7	7
495	0.359253499	7	7	7	7	7
450	0.709677419	7	7	7	1	7
197	0.358490566	7	7	7	1	7
157	0.574074074	7	7	7	7	7
425	0.294117647	7	7	7	7	7
414	0.12	7	7	7	1	7
359	0.308108108	7	7	7	5	7
77	0.361344538	7	7	7	5	7
400	0.492776886	7	7	7	7	7
590	0.310168625	7	7	7	7	7
639	0.380804954	7	7	7	7	7
663	0.636363636	7	7	7	3	7
527	0.254545455	7	7	7	7	7
449	0.431906615	7	7	7	1	7
67	0.482758621	7	7	7	5	7
669	0.358536585	7	7	7	7	7
73	0.384615385	7	7	7	5	7
174	0.365137615	7	7	7	1	7
30	0.382978723	7	7	7	1	7
211	-0.033333333	7	7	7	7	7
247	0.418604651	7	7	7	1	7
141	0.414519906	7	7	7	7	7
619	0.449438202	7	7	7	7	7
431	0.523255814	7	7	7	7	7
642	0.295315682	7	7	7	7	7
699	0.405405405	7	7	7	7	7
190	0.25	7	7	7	7	7
259	0.181818182	7	7	7	1	7
685	0.361256545	7	7	7	7	7
326	0.368932039	7	7	7	7	7
199	0.218934911	7	7	7	1	7
104	0.399141631	7	7	7	7	7
686	0.355450237	7	7	7	5	7
668	0.264	7	7	7	7	7
195	0.270967742	7	7	7	7	7
6	0.445945946	7	7	7	1	7
216	0.471698113	7	7	7	1	7
666	0.336099585	7	7	7	7	7
700	0.481818182	7	7	7	5	7
11	0.57615894	7	7	7	1	7
368	0.431279621	7	7	7	1	7
244	0.588235294	7	7	7	5	7
10	0.270440252	7	7	7	1	7
125	0.346938776	7	7	7	7	7
336	0.764705882	7	7	7	1	7
142	0.363004172	7	7	7	7	7
250	0.333333333	7	7	7	1	7
362	0.437025797	7	7	7	7	7
671	0.488888889	7	7	7	7	7
334	0.452658885	7	7	7	7	7
144	0.147928994	7	7	7	7	7
719	0.392405063	7	7	7	3	7
327	0.287037037	7	7	7	7	7
458	0.551020408	7	7	7	7	7
605	0.48502994	7	7	7	7	7
483	0.38961039	7	7	7	1	7
494	0.282442748	7	7	7	7	7
173	0.435233161	7	7	7	7	7
644	0.338253383	7	7	7	7	7
363	0.316037736	7	7	7	7	7
661	0.401129944	7	7	7	3	7
305	0.81443299	7	7	7	7	7
207	0.262608696	7	7	7	7	7
145	0.36056338	7	7	7	1	7
575	0.335384615	7	7	7	7	7
589	0.280991736	7	7	7	7	7
650	0.320930233	7	7	7	1	7
455	0.395023328	7	7	7	7	7
249	0.346938776	7	7	7	1	7
526	0.322869955	7	7	7	7	7
84	0.166666667	7	7	7	7	7
638	0.307692308	7	7	7	7	7
521	0.349005425	7	7	7	7	7
68	0.327659574	7	7	7	3	7
448	0.41037037	7	7	7	5	7
385	0.329411765	7	7	7	7	7
696	0.802197802	7	7	7	1	7
456	0.410714286	1	7	7	1	7
584	0.472491909	7	7	7	7	7
72	0.306388527	7	7	7	7	7
588	0.351812367	7	7	7	7	7
243	0.313868613	7	7	7	7	7
167	0.294871795	7	7	7	7	7
260	0.31092437	7	7	7	1	7
333	0.445378151	7	7	7	7	7
377	0.597701149	7	7	7	1	7
229	0.342857143	7	7	7	7	7
600	0.555555556	7	7	7	5	7
140	0.149797571	7	7	7	7	7
307	0.845697329	7	7	7	1	7
672	0.359430605	7	7	7	7	7
513	0.375770021	7	7	7	7	7
705	0.238095238	7	7	7	7	7
102	0.265017668	7	7	7	3	7
387	0.472616633	7	7	7	1	7
480	0.452316076	7	7	7	7	7
255	0.295081967	7	7	7	7	7
497	0.43125	7	7	7	7	7
559	0.47761194	7	7	7	5	7
416	0.280943026	7	7	7	3	7
18	0.525	7	7	7	5	7
482	0.344761905	7	7	7	1	7
413	0.37704918	7	7	7	3	7
267	0.438256659	7	7	7	7	7
681	0.376623377	7	7	7	7	7
515	0.431884058	7	7	7	1	7
290	0.336032389	7	7	7	1	7
204	0.411167513	7	7	7	7	7
636	0.406844106	7	7	7	7	7
201	0.320954907	7	7	7	7	7
440	0.674418605	7	7	7	1	7
481	0.367816092	7	7	7	3	7
132	0.32853717	7	7	7	5	7
563	0.3374613	7	7	7	7	7
430	0.274553571	7	7	7	5	7
514	0.335989376	7	7	7	1	7
268	0.365269461	7	7	7	7	7
665	0.284974093	7	7	7	7	7
599	0.364341085	7	7	7	7	7
353	0.315018315	7	7	7	7	7
684	0.315217391	7	7	7	7	7
682	0.273504274	7	7	7	7	7
367	0.374626866	7	7	7	7	7
257	0.312714777	7	7	7	1	7
581	0.296296296	7	7	7	1	7
488	0.390967742	7	7	7	7	7
664	0.243373494	7	7	7	5	7
28	0.443902439	7	7	7	1	7
518	0.362811791	7	7	7	7	7
194	0.431438127	7	7	7	1	7
323	0.387387387	7	7	7	1	7
343	0.520661157	7	7	7	1	7
498	0.217948718	7	7	7	1	7
687	0.406976744	7	7	7	5	7
192	0.191208791	7	7	7	5	7
462	0.175230567	7	7	7	5	7
548	0.28440367	7	7	7	1	7
205	0.421800948	7	7	7	7	7
479	0.442211055	7	7	7	7	7
549	0.386666667	7	7	7	7	7
641	0.320351759	7	7	7	7	7
110	0.399808245	7	7	7	7	7
555	0.360655738	7	7	7	7	7
389	0.362255965	7	7	7	7	7
86	0.34122288	7	7	7	7	7
159	0.340540541	7	7	7	1	7
454	0.30282318	7	7	7	7	7
356	0.312859885	7	7	7	7	7
386	0.346153846	7	7	7	7	7
256	0.360774818	7	7	7	1	7
552	0.273631841	7	7	7	5	7
606	0.503759398	7	7	7	5	7
625	0.481781377	7	7	7	7	7
191	0.438596491	7	7	7	7	7
331	0.313672922	7	7	7	7	7
65	0.40203193	7	7	7	7	7
176	0.358870968	7	7	7	7	7
595	0.460159363	7	7	7	7	7
464	0.311953353	7	7	7	7	7
135	0.494356659	7	7	7	7	7
554	0.329394387	7	7	7	7	7
111	0.273727648	7	7	7	7	7
200	0.291512915	7	7	7	1	7
447	0.398190045	7	7	7	5	7
210	0.33974359	7	7	7	7	7
299	0.522058824	7	7	7	7	7
582	0.225806452	7	7	7	5	7
578	0.347593583	7	7	7	5	7
627	0.364839319	7	7	7	7	7
617	0.254019293	7	7	7	7	7
301	0.27816092	7	7	7	7	7
614	0.521276596	7	7	7	7	7
300	0.361426256	7	7	7	5	7
545	0.340350877	7	7	7	1	7
332	0.26450116	7	7	7	7	7
421	0.458137347	7	7	7	7	7
303	0.353342428	7	7	7	7	7
233	0.370666667	7	7	7	3	7
512	0.341176471	7	7	7	7	7
162	0.367647059	7	7	7	7	7
262	0.377926421	7	7	7	7	7
302	0.3289987	7	7	7	7	7
429	0.378252168	7	7	7	7	7
544	0.363636364	7	7	7	1	7
85	0.391678623	7	7	7	7	7
616	0.304740406	7	7	7	7	7
496	0.384353741	7	7	7	7	7
240	0.384863124	7	7	7	7	7
587	0.364341085	7	7	7	7	7
203	0.381026439	7	7	7	7	7
560	0.375796178	7	7	7	7	7
295	0.263858093	7	7	7	7	7
523	0.54	7	7	7	5	7
298	0.487279843	7	7	7	7	7
626	0.14713217	7	7	7	7	7
325	0.442622951	7	7	7	7	7
583	0.315602837	7	7	7	5	7
486	0.420935412	7	7	7	7	7
270	0.341614907	7	7	7	7	7
235	0.403409091	7	7	7	7	7
586	0.337645537	7	7	7	7	7
122	0.237020316	7	7	7	1	7
564	0.3145917	7	7	7	5	7
175	0.378757515	7	7	7	7	7
304	0.227848101	7	7	7	7	7
443	0.547945205	7	7	7	1	7
322	0.559701493	7	7	7	1	7
528	0.31880109	7	7	7	7	7
234	0.288135593	7	7	7	7	7
423	0.449974346	1	7	7	7	7
487	0.538983051	7	7	7	7	7
417	0.354085603	7	7	7	1	7
133	0.280665281	7	7	7	7	7
261	0.166451613	7	7	7	7	7
428	0.375147929	7	7	7	7	7
227	0.245833333	7	7	7	7	7
160	0.312661499	7	7	7	1	7
158	0.368421053	7	7	7	7	7
615	0.225396825	7	7	7	7	7
239	0.532608696	7	7	7	7	7
80	0.33908046	7	7	7	7	7
103	0.343434343	7	7	7	7	7
237	0.393753827	7	7	7	7	7
226	0.398019802	7	7	7	1	7
490	0.315460232	7	7	7	7	7
561	0.334745763	7	7	7	7	7
269	0.325077399	7	7	7	7	7
556	0.411411411	7	7	7	7	7
265	0.300558659	7	7	7	7	7
266	0.321279555	7	7	7	7	7
493	0.310786106	7	7	7	7	7
662	0.282474227	7	7	7	3	7
101	0.329341317	7	7	7	7	7
453	0.337628866	7	7	7	7	7
172	0.37366548	7	7	7	7	7
565	0.298578199	7	7	7	7	7
461	0.31276901	7	7	7	7	7
598	0.303630363	7	7	7	7	7
271	0.338461538	7	7	7	7	7
522	0.318955732	7	7	7	7	7
397	0.356725146	7	7	7	7	7
258	0.340563991	7	7	7	1	7
62	0.554770318	7	7	7	7	7
459	0.195849546	7	7	7	7	7
597	0.299647474	7	7	7	7	7
452	0.359570662	7	7	7	7	7
520	0.26064227	7	7	7	5	7
168	0.317073171	7	7	7	7	7
238	0.270509978	7	7	7	7	7
591	0.22605364	7	7	7	7	7
516	0.221172023	7	7	7	7	7
608	0.115942029	7	7	7	7	7
519	0.355694228	7	7	7	7	7
391	0.318979266	7	7	7	7	7
610	0.587253414	7	7	7	7	7
427	0.462068966	7	7	7	7	7
79	0.225225225	7	7	7	7	7
355	0.507894737	7	7	7	5	7
169	0.260065288	7	7	7	7	7
553	0.32059448	7	7	7	7	7
460	0.437572929	7	7	7	7	7
206	0.430851064	7	7	7	7	7
612	0.311111111	7	7	7	7	7
330	0.251336898	7	7	7	7	7
392	0.269198312	7	7	7	7	7
418	0.426847662	7	7	7	1	7
489	0.291005291	7	7	7	7	7
396	0.322033898	7	7	7	3	7
529	0.393238434	7	7	7	7	7
365	0.514066496	7	7	7	7	7
170	0.391432792	7	7	7	7	7
294	0.252259655	7	7	7	1	7
354	0.321180556	7	7	7	7	7
193	0.390875462	7	7	7	1	7
366	0.485611511	7	7	7	7	7
419	0.410998553	7	7	7	7	7
422	0.420219245	7	7	7	7	7
202	0.3847981	7	7	7	7	7
420	0.390519187	7	7	7	7	7
393	0.301542777	7	7	7	7	7
546	0.363128492	7	7	7	7	7
551	0.430648092	7	7	7	7	7
272	0.6	7	7	7	7	7
329	0.264618434	7	7	7	7	7
426	0.34910123	7	7	7	7	7
390	0.279264214	7	7	7	5	7
134	0.417848207	7	7	7	7	7
177	0.331851028	7	7	7	7	7
